,Investor Type,Years Forecasted,Initial Investment,Final Value
747,nervous_investor,46,829043,22195155
748,moderate_investor,38,1473804,26675159
749,nervous_investor,15,83976,222459
750,nervous_investor,12,1909117,3135273
751,conservative_investor,28,772554,3806409
752,conservative_investor,33,1113946,7561386
753,conservative_investor,35,1492277,11237787
754,nervous_investor,30,535590,3807453
755,conservative_investor,36,1350866,11222922
756,conservative_investor,34,1186634,8948039
757,moderate_investor,50,62307,2696955
758,aggressive_investor,20,1425550,6390666
759,conservative_investor,22,234667,849235
760,nervous_investor,10,1600937,3120445
761,nervous_investor,31,455915,2565737
762,conservative_investor,45,1082338,13148080
763,moderate_investor,34,506011,6755401
764,aggressive_investor,24,1529321,8798764
765,nervous_investor,21,1421365,3473634
766,nervous_investor,40,850215,10693226
767,moderate_investor,20,1562000,7305703
768,aggressive_investor,18,1915875,7994042
769,conservative_investor,49,560031,8860602
770,nervous_investor,13,1437289,2869418
771,conservative_investor,29,778684,4266356
772,conservative_investor,46,1335070,18418032
773,conservative_investor,34,1291928,8884754
774,conservative_investor,43,1705740,20981334
775,aggressive_investor,18,867267,3380541
776,moderate_investor,12,304538,736912
777,nervous_investor,32,1567890,9793660
778,aggressive_investor,14,1841385,5499332
779,nervous_investor,10,378312,686868
780,nervous_investor,31,1749245,10845377
781,nervous_investor,48,1261130,23734360
782,moderate_investor,18,1564035,5852889
783,aggressive_investor,29,60384,522194
784,nervous_investor,37,857755,7161682
785,moderate_investor,31,387358,4083740
786,conservative_investor,13,1607331,3606223
787,nervous_investor,23,794760,2568324
788,nervous_investor,37,567128,3516400
789,moderate_investor,24,1702115,10579515
790,conservative_investor,46,1030391,15124215
791,conservative_investor,30,1901065,10339452
792,aggressive_investor,42,688090,15037816
793,conservative_investor,45,1577404,22743932
794,aggressive_investor,15,258044,799904
795,moderate_investor,27,767642,5362012
796,nervous_investor,32,887625,5541103
797,moderate_investor,31,1377131,15009824
798,nervous_investor,34,144231,1108714
799,conservative_investor,19,453008,1346743
800,moderate_investor,38,583963,10167824
801,nervous_investor,26,893858,3624394
802,moderate_investor,17,1991529,7092725
803,aggressive_investor,49,838126,41841294
804,nervous_investor,21,52546,155369
805,conservative_investor,47,962902,12941672
806,conservative_investor,20,623763,2037990
807,conservative_investor,13,1699925,3522025
808,conservative_investor,28,1143086,6183171
809,aggressive_investor,31,640355,7008686
810,moderate_investor,39,1284525,25949734
811,moderate_investor,16,713029,2313712
812,aggressive_investor,46,1397386,50656023
813,aggressive_investor,24,330936,2221716
814,moderate_investor,38,1207982,19292797
815,moderate_investor,35,471641,7066272
816,nervous_investor,14,1652668,2945921
817,aggressive_investor,31,1967833,21802594
818,nervous_investor,49,690448,14888007
819,conservative_investor,47,1720001,25854614
820,conservative_investor,22,802060,3039148
821,moderate_investor,32,1868101,19083682
822,aggressive_investor,20,898513,4896796
823,conservative_investor,43,148352,1728497
824,aggressive_investor,48,1227517,56322178
825,nervous_investor,22,933139,3135248
826,nervous_investor,11,1984351,3766047
827,nervous_investor,11,1042849,1486132
828,nervous_investor,18,82712,253630
829,aggressive_investor,50,87822,4101507
830,conservative_investor,41,1301511,14958164
831,aggressive_investor,43,766676,19623506
832,nervous_investor,19,1103969,3235947
833,moderate_investor,37,610359,9962879
834,moderate_investor,20,1457012,6565040
835,aggressive_investor,27,1853187,19030152
836,conservative_investor,36,121224,943730
837,aggressive_investor,45,211425,6643668
838,nervous_investor,20,1104117,4396716
839,moderate_investor,12,1194801,2982063
840,aggressive_investor,50,1901550,104745773
841,conservative_investor,28,756536,3566069
842,aggressive_investor,24,1731310,11092530
843,aggressive_investor,34,312837,3931106
844,aggressive_investor,30,822900,7862622
845,moderate_investor,33,1318680,15323716
846,moderate_investor,39,707479,12777483
847,moderate_investor,17,1451776,5235021
848,nervous_investor,18,496271,1420883
849,moderate_investor,50,1054137,46560918
850,conservative_investor,12,345089,679361
851,aggressive_investor,48,1335741,60117538
852,conservative_investor,41,1956862,18830031
853,aggressive_investor,13,1652034,4007694
854,moderate_investor,23,1202865,6503471
855,moderate_investor,12,296745,739757
856,aggressive_investor,29,481453,4706573
857,conservative_investor,21,368202,1299897
858,moderate_investor,48,558409,21530008
859,aggressive_investor,36,827617,13765946
860,aggressive_investor,34,247964,3856953
861,aggressive_investor,21,366682,1789052
862,moderate_investor,24,792108,4786289
863,conservative_investor,13,822011,1693279
864,aggressive_investor,18,90515,352311
865,aggressive_investor,26,1797513,14591444
866,aggressive_investor,36,806437,12946963
867,conservative_investor,24,768707,3177533
868,aggressive_investor,49,1705094,86411009
869,aggressive_investor,16,1103295,3471660
870,conservative_investor,37,1047868,10131655
871,conservative_investor,20,227590,717523
872,conservative_investor,43,798206,9544243
873,moderate_investor,14,1996857,5716242
874,moderate_investor,37,1986254,33405778
875,nervous_investor,50,458708,7257398
876,aggressive_investor,36,1729938,32526968
877,aggressive_investor,26,1490346,9821466
878,nervous_investor,19,1602094,4943362
879,moderate_investor,49,540558,19745880
880,conservative_investor,29,1150181,6590125
881,aggressive_investor,29,428132,3557567
882,nervous_investor,19,276105,995312
883,moderate_investor,16,35595,119826
884,nervous_investor,19,424998,1206717
885,aggressive_investor,10,886811,2149358
886,moderate_investor,11,1793130,3837526
887,moderate_investor,45,783852,21923056
888,nervous_investor,39,1040259,13563095
889,moderate_investor,39,1462605,27516417
890,conservative_investor,46,535156,7316010
891,aggressive_investor,21,1069277,5161086
892,moderate_investor,20,1019342,4294835
893,moderate_investor,23,332497,1982808
894,nervous_investor,10,846323,1625161
895,conservative_investor,27,1621367,7453749
896,conservative_investor,45,1567961,20978762
897,moderate_investor,16,117122,426979
898,moderate_investor,42,1215466,28560295
899,nervous_investor,42,1260926,14783515
900,conservative_investor,11,274058,499746
901,moderate_investor,32,774004,8587546
902,conservative_investor,30,293181,1600626
903,moderate_investor,14,1635614,4728446
904,conservative_investor,38,597327,5419363
905,moderate_investor,24,754047,4716666
906,moderate_investor,16,132142,433959
907,nervous_investor,10,148420,258942
908,aggressive_investor,29,531795,3910040
909,aggressive_investor,28,442599,3483580
910,moderate_investor,15,463051,1471899
911,conservative_investor,45,1832319,26244636
912,aggressive_investor,25,461967,2892212
913,aggressive_investor,15,59215,171194
914,conservative_investor,47,1212366,20145672
915,nervous_investor,17,1178280,3317605
916,moderate_investor,34,643674,7343817
917,aggressive_investor,26,762819,5868930
918,moderate_investor,33,1129175,13965390
919,aggressive_investor,33,774547,9572771
920,nervous_investor,50,1020018,15969100
921,aggressive_investor,19,618138,2993577
922,aggressive_investor,10,1849239,4101193
923,aggressive_investor,28,41786,378792
924,aggressive_investor,11,689257,1600710
925,aggressive_investor,13,64437,171904
926,nervous_investor,33,964168,4102720
927,conservative_investor,26,332986,1487648
928,nervous_investor,28,714458,4312306
929,conservative_investor,38,1971492,17413228
930,aggressive_investor,39,1923105,42409930
931,moderate_investor,12,1825799,4674197
932,moderate_investor,49,1962981,85336715
933,aggressive_investor,33,130075,1523089
934,nervous_investor,39,122985,1701932
935,moderate_investor,14,1919087,5631857
936,aggressive_investor,15,1154079,3322945
937,moderate_investor,46,122060,3961981
938,nervous_investor,46,819931,17327357
939,nervous_investor,46,255774,3446893
940,aggressive_investor,23,150926,897978
941,moderate_investor,26,41513,294220
942,nervous_investor,39,1727775,26575131
943,conservative_investor,18,831626,2234049
944,moderate_investor,17,1961641,6787788
945,nervous_investor,38,1436694,14877112
946,moderate_investor,40,1431584,29542580
947,nervous_investor,14,1585786,3644352
948,aggressive_investor,36,372152,5938285
949,aggressive_investor,49,1098707,51167598
950,aggressive_investor,23,1508845,8978851
951,aggressive_investor,23,1581816,8385468
952,aggressive_investor,46,44525,1555882
953,conservative_investor,30,1446525,8637382
954,moderate_investor,41,718074,15132361
955,moderate_investor,24,1129981,6576338
956,moderate_investor,21,1877573,8781815
957,moderate_investor,18,1811289,7036465
958,conservative_investor,33,1296007,8431255
959,moderate_investor,37,1958144,29445776
960,conservative_investor,48,1339172,22241667
961,conservative_investor,11,1411016,2646980
962,conservative_investor,29,1112198,6358648
963,nervous_investor,38,1809008,20309412
964,conservative_investor,32,1274749,7474056
965,aggressive_investor,35,1271882,17939101
966,nervous_investor,21,745049,1917017
967,aggressive_investor,18,509174,1848037
968,conservative_investor,30,394642,2081345
969,nervous_investor,26,1519528,6485855
970,nervous_investor,39,1330124,13647914
971,aggressive_investor,10,497318,1106130
972,nervous_investor,38,1179534,11431360
973,moderate_investor,10,1790549,3705008
974,aggressive_investor,35,209225,3351773
975,aggressive_investor,19,1741985,6879156
976,aggressive_investor,45,967474,32637294
977,nervous_investor,21,1296988,3959761
978,aggressive_investor,21,730481,3744886
979,moderate_investor,11,1064540,2464031
980,nervous_investor,26,337899,1561596
981,moderate_investor,39,205432,3459697
982,moderate_investor,37,1003904,15143454
983,moderate_investor,50,1668350,70476314
984,nervous_investor,37,1289406,10793837
985,aggressive_investor,18,713990,3011975
986,conservative_investor,28,198497,1012983
987,moderate_investor,13,1642708,4405080
988,moderate_investor,29,745548,6849733
989,conservative_investor,10,1238379,2192293
990,moderate_investor,18,255236,957000
991,conservative_investor,17,1070840,2878186
992,conservative_investor,18,1047959,2826594
993,conservative_investor,10,392983,708722
994,moderate_investor,16,644235,2090307
995,conservative_investor,33,1118802,7767011
996,aggressive_investor,30,71942,810655
997,moderate_investor,47,616359,22440384
998,aggressive_investor,19,1152532,5057166
999,aggressive_investor,24,760674,5775281
1000,moderate_investor,33,1287159,14764919
1001,moderate_investor,48,905879,38231479
1002,aggressive_investor,35,1294606,20971731
1003,aggressive_investor,11,1442498,3491287
1004,aggressive_investor,17,1187965,4559082
1005,aggressive_investor,41,266005,6515152
1006,conservative_investor,18,533635,1518396
1007,moderate_investor,20,1691720,7952520
1008,moderate_investor,43,818682,19789794
1009,nervous_investor,36,1587415,12639423
1010,moderate_investor,26,1000436,7841917
1011,aggressive_investor,10,798842,1763283
1012,moderate_investor,32,1307142,14192133
1013,nervous_investor,32,1318895,7134500
1014,moderate_investor,49,890215,36931800
1015,conservative_investor,14,840688,1811828
1016,moderate_investor,39,1277548,24819891
1017,aggressive_investor,50,533793,23155200
1018,nervous_investor,49,1923955,49106461
1019,moderate_investor,16,1383925,4648891
1020,moderate_investor,42,477906,13087346
1021,moderate_investor,35,1398235,22776060
1022,moderate_investor,15,56622,174147
1023,moderate_investor,19,286142,1190253
1024,moderate_investor,37,725913,12358334
1025,aggressive_investor,24,1596840,11070953
1026,nervous_investor,40,617487,5310679
1027,aggressive_investor,13,1717085,4622255
1028,nervous_investor,12,1792813,3027529
1029,moderate_investor,39,1082763,22169448
1030,nervous_investor,26,84192,458644
1031,aggressive_investor,26,1874231,14455467
1032,aggressive_investor,19,839630,3726916
1033,aggressive_investor,49,1443170,80270997
1034,moderate_investor,21,315467,1515668
1035,nervous_investor,47,173084,2477805
1036,conservative_investor,28,1613331,7589863
1037,nervous_investor,38,1984673,17757317
1038,nervous_investor,20,1837430,6433627
1039,moderate_investor,45,407385,11982364
1040,moderate_investor,41,1698257,31344941
1041,nervous_investor,50,1568861,49451775
1042,conservative_investor,34,323010,2243502
1043,aggressive_investor,24,1026383,6253890
1044,aggressive_investor,30,259481,2648853
1045,aggressive_investor,38,263967,5319988
1046,nervous_investor,42,1338863,9784619
1047,aggressive_investor,21,1808710,9093594
1048,moderate_investor,48,1146075,42116372
1049,aggressive_investor,17,635864,2445893
1050,nervous_investor,35,1562244,20215589
1051,nervous_investor,30,1913262,11616743
1052,moderate_investor,27,1176537,9121343
1053,nervous_investor,25,573204,3453058
1054,conservative_investor,33,992070,6483332
1055,moderate_investor,47,1914764,65559547
1056,conservative_investor,49,833751,15564840
1057,nervous_investor,32,1107139,7820009
1058,moderate_investor,42,558450,12129238
1059,aggressive_investor,22,982418,4778266
1060,conservative_investor,40,1612834,17166992
1061,conservative_investor,17,277967,776708
1062,nervous_investor,49,1963372,42504661
1063,conservative_investor,17,1909202,5012503
1064,aggressive_investor,30,354101,4040674
1065,moderate_investor,39,836894,15491707
1066,nervous_investor,19,545560,1786450
1067,aggressive_investor,35,856545,14019985
1068,conservative_investor,27,956183,4456654
1069,conservative_investor,50,1851977,34288653
1070,conservative_investor,31,1683859,11292476
1071,conservative_investor,14,1875300,4373823
